WIG20		MACD		EMA11		EMA25		SIGNAL
1971		51.0244		1986.47		1935.44		52.1229
1978		45.9114		1985.92		1940.01		50.7415
2013		44.9761		1992.42		1947.45		49.4055
2021		43.9451		1999.15		1955.2		48.1082
2012		40.4588		2002.37		1961.91		46.0957
2019		37.719		2006.76		1969.04		43.7035
2041		36.9837		2014.74		1977.76		41.6568
2063		37.2319		2024.97		1987.74		40.1388
2061		35.9222		2032.24		1996.32		38.6612
2077		35.686		2041.6		2005.92		37.6061
2060		32.8268		2045.61		2012.79		36.1457
2059		30.483		2048.98		2018.5		34.4359
2105		33.7077		2061.58		2027.87		34.0461
2113		36.1315		2073.35		2037.22		34.4796
2110		36.4011		2081.76		2045.36		34.9332
2107		35.7033		2087.9		2052.19		35.0998
2106		34.5097		2092.88		2058.37		34.897
2105		32.7827		2096.63		2063.85		34.3047
2116		31.8996		2101.5		2069.6		33.6266
2111		29.4416		2104.09		2074.65		32.5116
2121		28.0471		2108.24		2080.2		31.3461
2136		28.0987		2114.35		2086.25		30.4204
2118		26.2626		2116.06		2089.79		29.1807
2123		24.841		2118.47		2093.63		27.8611
2133		23.6997		2121.62		2097.92		26.5771
2143		23.1148		2126.04		2102.93		25.4803
2126		19.9469		2126.32		2106.38		23.8364
2110		15.3788		2123.41		2108.03		21.3867
2102		10.9769		2119.44		2108.47		18.4095
2088		5.89896		2113.42		2107.52		14.8324
2036		-4.14234		2097.91		2102.05		9.43438
2049		-10.2154		2087.9		2098.12		3.78162
2066		-12.8752		2082.93		2095.8		-1.14804
2043		-17.3761		2074		2091.37		-6.03869
2059		-18.5531		2070.21		2088.76		-10.013
2091		-15.6721		2073.41		2089.09		-12.1506
2082		-14.6885		2074.06		2088.75		-13.3953
2106		-11.4122		2079.2		2090.61		-13.3539
2137		-4.74719		2089.91		2094.65		-11.4183
2178		5.15283		2107.15		2101.99		-7.08688
2168		11.5238		2119.4		2107.87		-1.99302
2199		19.7517		2135.87		2116.11		4.10532
2181		24.5989		2146.68		2122.08		10.0806
2185		28.1511		2156.09		2127.94		15.5461
2183		30.0498		2163.09		2133.04		20.0999
2185		31.6652		2169.63		2137.96		23.932
2184		32.1919		2174.49		2142.29		26.8819
2142		27.1638		2169.5		2142.33		27.6
2135		22.2555		2164.18		2141.92		26.611
2132		17.5733		2158.79		2141.22		24.4743
2146		14.8921		2156.63		2141.74		21.9802
2155		12.9972		2155.92		2142.92		19.499
2107		6.07606		2145.93		2139.85		15.6952
2115		0.878857		2138.8		2137.92		11.3991
2163		2.31892		2142.87		2140.55		8.53348
2145		1.0417		2142.54		2141.5		6.02834
2117		-3.66595		2136.71		2140.38		2.97908
2074		-12.0118		2123.31		2135.32		-1.46411
2070		-18.5701		2111.57		2130.14		-6.47413
2056		-24.4231		2099.92		2124.34		-11.7593
2179		-14.8666		2115.09		2129.96		-13.1016
2200		-4.93573		2131.75		2136.69		-11.2836
2192		1.28382		2143.53		2142.25		-8.13354
2169		3.37483		2148.41		2145.04		-5.23502
2174		6.53221		2154.27		2147.74		-2.18178
2198		11.7477		2163.71		2151.97		1.61341
2224		17.4641		2175.77		2158.31		6.1743
2200		19.5124		2181.17		2161.65		10.2817
2219		23.2449		2189.88		2166.63		14.4899
2222		26.9344		2198.38		2171.45		18.4494
2196		26.6685		2200.21		2173.54		21.1456
2196		26.5096		2201.96		2175.45		22.9985
2258		30.7499		2213.57		2182.82		25.4919
2227		29.2639		2216.5		2187.24		26.8963
2230		27.9987		2219.64		2191.64		27.5017
2227		26.5694		2222.02		2195.45		27.4534
2188		20.7978		2216.09		2195.29		25.8156
2212		18.3806		2215.59		2197.21		23.8581
2194		13.2728		2211.13		2197.86		20.9345
2189		8.99526		2206.91		2197.91		17.591
2187		5.42527		2202.71		2197.29		14.1217
2200		3.75103		2201.82		2198.07		10.9811
2185		0.837368		2198.57		2197.73		7.86824
2249		5.04954		2208.69		2203.64		6.69781
2244		6.19066		2214.86		2208.67		6.15743
2285		11.5131		2228.65		2217.14		7.30791
2298		17.6454		2242.48		2224.84		9.87736
2257		17.6619		2245.66		2228		11.9126
2259		18.1909		2249.36		2231.17		13.6688
2269		18.7262		2253.96		2235.23		15.2031
2270		19.2355		2258.24		2239.01		16.5254
2230		15.2275		2253.84		2238.62		16.493
2216		10.7601		2247.49		2236.73		15.1757
2218		7.03475		2242.45		2235.41		13.1576
2272		10.4974		2249.39		2238.89		12.4719
2278		12.5137		2255.11		2242.6		12.3782
2294		15.3584		2263.08		2247.72		13.0765
2293		16.3175		2268.66		2252.35		13.8487
2317		19.6654		2277.79		2258.13		15.322
2291		19.3867		2280.81		2261.42		16.3412
2333		23.416		2291.63		2268.21		18.2761
2354		28.1091		2304.5		2276.39		21.0865
2348		30.0387		2313.81		2283.77		23.7914
2341		31.0667		2320.75		2289.68		26.0277
2350		32.3568		2328.48		2296.12		28.0127
2299		27.0865		2324.57		2297.49		28.0192
2334		25.4749		2327.4		2301.93		27.5689
2321		22.3076		2327.01		2304.7		26.3072
2356		22.822		2333.4		2310.57		25.5056
2358		23.5434		2339.04		2315.49		25.0177
2358		23.1495		2343.22		2320.07		24.45
2383		25.9888		2352.11		2326.12		24.7525
2384		27.1848		2358.82		2331.64		25.2818
2338		21.7648		2354.75		2332.99		24.1876
2354		19.0732		2354.72		2335.65		22.7464
2365		18.0331		2357.02		2338.99		21.417
2388		19.2082		2363.34		2344.13		20.8019
2408		22.339		2373.42		2351.08		21.1764
2437		26.5934		2386.83		2360.24		22.5925
2437		29.3962		2398.04		2368.64		24.4202
2441		31.2004		2407.38		2376.18		26.221
2460		34.0152		2418.78		2384.76		28.3082
2448		34.2957		2425.71		2391.41		30.0594
2473		36.1247		2435.93		2399.8		31.9218
2516		41.7042		2452.86		2411.15		34.8478
2524		46.5474		2469.14		2422.59		38.3275
2521		49.1637		2481.57		2432.41		41.581
2523		50.543		2491.94		2441.4		44.3075
2523		50.2802		2500.02		2449.74		46.2246
2514		47.7993		2504.47		2456.67		46.9551
2513		44.526		2507.38		2462.86		46.5612
2540		43.6459		2515.17		2471.52		46.0221
2542		42.5525		2521.86		2479.31		45.2852
2535		39.6228		2525.6		2485.98		43.8273
2546		38.3285		2531.07		2492.74		42.2858
2522		33.5247		2530.3		2496.78		39.7781
2524		28.6292		2529.3		2500.67		36.5462
2507		22.481		2524.94		2502.46		32.4657
2523		19.0843		2524.62		2505.54		28.5376
2514		14.4951		2522.53		2508.03		24.4175
2521		11.4177		2522.22		2510.8		20.5135
2548		11.8495		2527.51		2515.67		17.7243
2549		12.0723		2532.07		2520		15.7522
2519		8.25103		2529.31		2521.06		13.2665
2522		5.60801		2527.63		2522.02		10.7853
2520		3.25541		2525.97		2522.71		8.38786
2509		-0.100894		2522.22		2522.32		5.80737
2505		-2.61676		2518.78		2521.4		3.26091
2463		-9.33889		2507.54		2516.88		-0.37275
2503		-9.43637		2506.65		2516.08		-3.06189
2475		-12.3428		2500.03		2512.37		-5.8731
2434		-18.5865		2486.58		2505.17		-9.67366
2442		-22.243		2477.06		2499.3		-13.4349
2443		-24.9923		2468.98		2493.97		-16.9453
2441		-26.9359		2461.95		2488.89		-20.0557
2424		-29.4228		2453.34		2482.76		-22.9926
2420		-31.3365		2445.45		2476.78		-25.6614
2400		-34.1673		2435.02		2469.19		-28.2918
2392		-36.3679		2425.1		2461.47		-30.8574
2395		-37.0539		2417.65		2454.7		-32.908
2396		-35.948		2412.51		2448.46		-34.0204
2373		-37.8921		2402.99		2440.88		-35.3059
2376		-37.8589		2396.3		2434.16		-36.2053
2395		-34.5061		2395.36		2429.87		-35.9341
2412		-29.4438		2397.85		2427.29		-34.312
2414		-24.9316		2400.26		2425.2		-31.8369
2407		-21.6842		2400.88		2422.56		-29.0454
2384		-20.692		2397.09		2417.78		-26.6389
2344		-23.6897		2386.07		2409.76		-25.6304
2330		-26.8086		2374.62		2401.43		-25.7394
2311		-30.4168		2361.59		2392.01		-26.7571
2303		-33.3607		2349.29		2382.65		-28.3167
2329		-32.1016		2344.39		2376.49		-29.2141
2325		-30.5106		2340		2370.51		-29.5599
2312		-30.5111		2333.76		2364.27		-29.9109
2344		-26.3014		2334.71		2361.01		-29.1023
2345		-23.0102		2335.37		2358.38		-27.6263
2355		-19.4153		2337.88		2357.3		-25.4868
2338		-18.0157		2336.66		2354.68		-23.4406
2323		-17.8219		2333.08		2350.9		-21.7803
2358		-12.7494		2337.86		2350.61		-19.1043
2367		-7.50842		2343.83		2351.33		-15.7062
2361		-3.65035		2347.85		2351.5		-12.1471
2354		-1.33949		2349.88		2351.22		-8.85315
2363		1.01423		2352.88		2351.87		-5.83193
2365		3.19645		2355.8		2352.61		-3.04297
2348		3.2897		2355.03		2351.74		-0.999007
2348		2.64094		2353.82		2351.18		0.330205
2346		1.96103		2352.42		2350.46		1.13941
2360		3.02758		2353.89		2350.86		1.93164
2362		4.55963		2355.79		2351.23		2.83356
2346		4.31397		2354.43		2350.11		3.3653
2338		2.64984		2351.08		2348.43		3.2674
2323		-0.581927		2345.18		2345.77		2.27267
2340		-1.39945		2343.86		2345.26		1.26137
2339		-2.14545		2342.71		2344.86		0.299357
2354		-1.43054		2344.6		2346.03		-0.215748
2341		-2.50701		2343.51		2346.02		-0.879241
2341		-2.81237		2342.93		2345.74		-1.48104
2335		-3.73205		2341.26		2344.99		-2.21208
2330		-5.05325		2338.92		2343.97		-3.11248
2341		-4.74798		2338.96		2343.71		-3.67149
2340		-4.60591		2338.75		2343.36		-3.98676
2319		-6.36189		2334.68		2341.04		-4.68126
2309		-8.68881		2329.49		2338.17		-5.81594
2307		-10.4054		2325.11		2335.51		-7.14546
2319		-10.1695		2323.62		2333.79		-8.057
2319		-9.68998		2322.42		2332.11		-8.60482
2287		-12.9611		2314.78		2327.74		-9.8812
2242		-19.9566		2299.76		2319.72		-12.7025
2255		-23.3479		2290.08		2313.43		-15.7414
2252		-25.6816		2281.66		2307.34		-18.6542
2265		-25.6345		2277.46		2303.1		-20.7904
2336		-17.5897		2288.02		2305.61		-20.1709
2367		-7.87229		2302.86		2310.74		-17.0448
2330		-3.97168		2308		2311.97		-13.6507
2337		0.0610983		2313.77		2313.71		-10.0249
2361		5.68073		2323.33		2317.65		-5.72014
2307		3.66822		2320.15		2316.48		-2.89358
2264		-2.72093		2308.95		2311.67		-2.43179
2309		-1.782		2309.35		2311.14		-1.7843
2315		0.496119		2311.69		2311.2		-0.683874
2302		0.852093		2310.78		2309.92		0.0743942
2323		3.49126		2314.27		2310.78		1.15923
2321		5.11034		2316.5		2311.39		2.33133
2310		3.83019		2314.85		2311.02		2.78254
2330		4.40064		2316.94		2312.54		3.16108
2288		0.894341		2310.93		2310.03		2.5381
2271		-3.71583		2302.48		2306.2		0.954429
2321		-2.27269		2305.13		2307.4		0.13769
2360		3.92195		2316.06		2312.14		1.15328
2379		11.3404		2329.57		2318.23		3.91293
2371		15.2289		2338.22		2322.99		6.98014
2398		20.7734		2350.58		2329.81		10.7463
2431		28.131		2367.52		2339.39		15.5857
2438		33.0985		2382.4		2349.3		20.5463
2417		34.0249		2390.42		2356.39		24.5884
2445		37.2928		2402.77		2365.48		28.5967
2446		38.9259		2412.72		2373.79		32.0151
2417		37.7302		2415.81		2378.08		34.13
2416		36.8314		2418.46		2381.62		35.3227
2428		35.7677		2422.11		2386.35		35.8508
2420		32.9119		2422.81		2389.9		35.3624
2410		29.0257		2421.04		2392.01		33.7964
2410		25.2165		2419.73		2394.52		31.4915
2418		21.7908		2419.78		2397.99		28.818
2396		16.0981		2414.82		2398.73		25.2079
2421		14.0378		2415.64		2401.6		21.9103
2431		13.397		2418.69		2405.29		19.2881
2418		10.7881		2418.08		2407.29		16.6345
2418		8.41133		2417.56		2409.15		14.0235
2393		3.94855		2412.66		2408.71		10.917
2402		1.55122		2410.47		2408.92		8.01795
2407		-0.533868		2409.46		2410		5.35739
2417		-1.28669		2410.78		2412.07		3.22801
2435		0.55359		2415.63		2415.08		2.24393
2441		2.81236		2420.8		2417.99		2.15822
2462		6.71532		2429.08		2422.37		3.16189
2462		9.77569		2436.26		2426.48		4.79479
2463		11.8001		2441.87		2430.07		6.61489
2441		10.8436		2441.89		2431.05		7.812
2449		11.1433		2443.74		2432.6		8.8395
2456		11.7799		2446.66		2434.88		9.82452
2437		10.7283		2445.69		2434.96		10.2943
2426		8.50336		2442.54		2434.04		10.0079
2433		7.15363		2441.27		2434.12		9.38245
2429		5.41295		2439.26		2433.85		8.36364
2423		3.1604		2436.09		2432.93		6.92857
2386		-2.82966		2425.99		2428.82		4.1921
2401		-6.15161		2420.35		2426.5		1.26126
2382		-10.7133		2411.94		2422.65		-2.17595
2381		-14.0983		2404.84		2418.94		-5.68175
2402		-14.0228		2403.62		2417.64		-8.26934
2394		-14.5905		2400.88		2415.47		-10.3183
2392		-15.0754		2398.12		2413.19		-11.9588
2424		-11.5299		2402.59		2414.12		-12.1954
2410		-10.058		2403.65		2413.71		-11.9293
2436		-6.35		2409.59		2415.94		-10.6059
2446		-2.28345		2416.51		2418.8		-8.44681
2444		0.693175		2421.89		2421.19		-5.93032
2434		2.55835		2424.95		2422.39		-3.4701
2462		6.94349		2432.79		2425.84		-0.441195
2500		14.7435		2447.13		2432.38		3.95032
2485		19.0523		2455.88		2436.83		8.41844
2484		21.6379		2462.47		2440.83		12.3964
2469		21.8582		2465.01		2443.15		15.4096
2475		22.268		2468.32		2446.05		17.705
2485		22.9101		2472.45		2449.54		19.5176
2515		26.6882		2482.07		2455.38		21.8378
2539		31.1473		2494.27		2463.13		24.7454
2503		29.773		2496.88		2467.11		26.4656
2515		29.6647		2501.46		2471.79		27.5682
2498		27.3772		2501.98		2474.6		27.6894
2489		23.669		2500.1		2476.43		26.7255
2497		20.2583		2499.49		2479.23		25.0763
2501		18.0459		2500.05		2482		23.233
2536		19.606		2507.52		2487.91		22.2592
2542		21.1967		2515.1		2493.9		21.8821
2551		22.9825		2523		2500.01		21.9915
2541		22.4647		2527.28		2504.81		21.9615
2538		20.664		2529.64		2508.98		21.4544
2513		15.9293		2526.15		2510.22		19.8408
2463		6.95854		2513.95		2506.99		16.2811
2443		-2.18863		2499.75		2501.94		11.2081
2416		-11.7053		2483.05		2494.76		4.87596
2421		-18.0716		2470.55		2488.62		-1.62561
2467		-17.8674		2469.36		2487.23		-6.47886
2468		-17.232		2468.52		2485.75		-9.9833
2449		-18.8781		2463.41		2482.29		-13.0461
2439		-21.2295		2457.12		2478.35		-15.9421
2449		-21.8298		2453.81		2475.64		-18.1804
2451		-21.8015		2451.68		2473.48		-19.6693
2447		-21.8805		2449.19		2471.07		-20.6218
2448		-21.0377		2447.81		2468.84		-20.9152
2415		-22.5245		2440.98		2463.5		-21.4079
2381		-26.3112		2428.96		2455.27		-22.8051
2349		-31.9605		2413.22		2445.18		-25.3928
2351		-35.3019		2400.65		2435.95		-28.2034
2315		-42.0395		2382.34		2424.38		-32.0848
2332		-44.6245		2370.74		2415.37		-35.6824
2362		-42.1137		2367.59		2409.7		-37.7024
2369		-38.4951		2366.59		2405.08		-38.2378
2361		-35.7578		2363.99		2399.75		-37.9165
2341		-35.1382		2357.83		2392.97		-37.478
2320		-36.0749		2348.67		2384.74		-37.3254
2346		-33.2792		2346.35		2379.63		-36.3406
2390		-25.0923		2353.84		2378.93		-33.3213
2399		-16.9846		2362.37		2379.36		-28.7286
2406		-9.56968		2371.33		2380.9		-23.2275
2409		-3.57428		2379.22		2382.8		-17.532
2402		0.739908		2384.93		2384.19		-12.1677
2411		4.85918		2391.09		2386.23		-7.08669
2390		5.65896		2391.39		2385.73		-3.0723
2393		6.5765		2392.12		2385.54		0.20551
2403		8.38904		2394.85		2386.46		3.09705
2397		9.3777		2396.25		2386.87		5.36678
2388		9.64074		2395.97		2386.33		6.97563
2380		8.58844		2393.68		2385.09		7.74736
2372		6.1456		2389.41		2383.27		7.54418
2341		0.787647		2379.57		2378.78		5.85602
2343		-3.38725		2371.79		2375.17		3.37784
2360		-4.98035		2368.76		2373.74		1.07237
2378		-4.37266		2370.01		2374.38		-0.511105
2363		-5.72374		2367.87		2373.6		-2.10068
2375		-5.43003		2368.9		2374.33		-3.23354
2381		-4.48575		2370.88		2375.37		-3.83329
2404		-1.17116		2376.92		2378.09		-3.36583
2408		1.88146		2382.77		2380.89		-2.14055
2399		3.18838		2385.92		2382.73		-0.759594
2402		4.33568		2389.24		2384.9		0.670963
2421		7.05981		2395.89		2388.83		2.51253
2459		13.874		2409.49		2395.62		5.72322
2475		20.929		2423.77		2402.85		10.0656
2462		24.3296		2432.56		2408.23		14.2356
2462		26.3124		2439.42		2413.11		17.8798
2464		27.9575		2445.71		2417.75		20.9904
2447		26.682		2447.24		2420.55		22.9166
2471		27.9651		2453.18		2425.21		24.6816
2476		28.4576		2458.62		2430.16		26.1152
2487		29.5195		2465.2		2435.68		27.4221
2499		31.4051		2473.14		2441.74		28.7736
2480		30.1354		2475.79		2445.66		29.3009
2498		30.2332		2481.21		2450.98		29.6538
2480		27.0349		2481.37		2454.34		29.0137
2462		21.7357		2477.62		2455.88		27.068
2446		15.4049		2471.58		2456.17		23.9233
2440		9.55899		2465.44		2455.88		19.9587
2429		3.74131		2458.19		2454.45		15.4027
2465		3.5601		2459.75		2456.19		11.9152
2448		0.7869		2457.2		2456.41		8.51175
2464		0.280698		2458.22		2457.94		5.84808
2471		0.341542		2460.26		2459.91		3.8648
2465		-0.444583		2460.51		2460.95		2.22976
2464		-0.919893		2460.85		2461.77		0.982547
2415		-7.17286		2451.03		2458.2		-1.51452
2410		-12.1174		2442.31		2454.42		-4.60517
2400		-16.3534		2433.5		2449.85		-7.95005
2392		-19.5491		2424.98		2444.53		-11.3188
2395		-21.0203		2418.72		2439.74		-14.1868
2421		-18.8269		2418.99		2437.82		-15.7346
2413		-18.3595		2416.97		2435.33		-16.7704
2412		-17.5065		2415.42		2432.92		-17.3007
2387		-19.7637		2408.87		2428.63		-18.2989
2403		-19.2998		2406.58		2425.88		-18.7952
2389		-20.0128		2402.01		2422.03		-19.2598
2389		-20.0725		2398.3		2418.37		-19.5385
2405		-16.9928		2399.34		2416.33		-18.8502
2432		-11.4161		2405.67		2417.09		-16.7967
2439		-5.79846		2412.43		2418.23		-13.7828
2451		-0.0472297		2420.51		2420.55		-9.97723
2438		2.75893		2424.46		2421.7		-6.3819
2429		3.32002		2425.43		2422.11		-3.48794
2447		5.78967		2429.96		2424.17		-0.659344
2453		8.16124		2434.89		2426.73		2.11759
2459		11.3199		2440.57		2429.25		5.05529
2433		10.3383		2439.73		2429.39		6.93073
2395		5.77792		2431.71		2425.93		6.99148
2407		3.78534		2427.54		2423.75		6.38445
2440		5.63914		2430.43		2424.79		6.31353
2464		9.18115		2437.11		2427.93		7.16077
2470		11.7843		2443.65		2431.86		8.48843
2461		12.2609		2446.98		2434.72		9.56289
2465		12.9281		2450.74		2437.82		10.5009
2453		11.9246		2451.59		2439.66		10.8691
2471		12.5934		2455.55		2442.95		11.346
